area_type,size,bath,balcony,price,total_sqft
Super built-up  Area,3 BHK,3.0,3.0,68.0,1630
Super built-up  Area,2 BHK,2.0,1.0,40.5,985
Super built-up  Area,2 BHK,2.0,2.0,70.0,1200
Built-up  Area,3 BHK,3.0,3.0,100.0,1650
Super built-up  Area,3 BHK,3.0,2.0,59.0,1670
Super built-up  Area,5 BHK,5.0,,205.0,1200
Plot  Area,4 Bedroom,4.0,0.0,110.0,1240
Built-up  Area,2 BHK,2.0,2.0,60.0,1000
Super built-up  Area,2 BHK,2.0,2.0,26.0,830
Plot  Area,3 Bedroom,3.0,1.0,56.1,1200
Plot  Area,5 Bedroom,7.0,2.0,2736.0,9600
Super built-up  Area,4 BHK,6.0,0.0,122.5,2400 - 2600
Super built-up  Area,2 BHK,2.0,2.0,43.0,1140
Super built-up  Area,3 BHK,3.0,3.0,85.0,1635
Built-up  Area,2 BHK,2.0,1.0,70.0,1120
Plot  Area,6 Bedroom,6.0,3.0,200.0,2750
Super built-up  Area,3 BHK,3.0,2.0,185.0,1760
Super built-up  Area,3 BHK,3.0,2.0,110.0,2137
Super built-up  Area,2 BHK,2.0,1.0,50.74,973
Super built-up  Area,3 BHK,3.0,1.0,146.0,1724
Super built-up  Area,2 BHK,2.0,2.0,40.79,1020
Plot  Area,4 Bedroom,4.0,3.0,375.0,1200
Super built-up  Area,1 BHK,1.0,1.0,35.0,750
Super built-up  Area,2 BHK,2.0,1.0,49.0,883
Built-up  Area,2 Bedroom,2.0,0.0,76.0,660
Super built-up  Area,4 BHK,5.0,2.0,220.0,2787
Built-up  Area,3 BHK,2.0,3.0,60.0,1470
Super built-up  Area,2 BHK,2.0,1.0,24.95,891
Built-up  Area,2 BHK,2.0,1.0,76.0,1275
Super built-up  Area,3 BHK,3.0,2.0,120.0,1787
Built-up  Area,5 Bedroom,5.0,2.0,75.0,1730
Super built-up  Area,2 BHK,2.0,2.0,110.0,1320
Super built-up  Area,3 BHK,3.0,3.0,108.0,1692
Super built-up  Area,3 BHK,3.0,2.0,69.0,1400
Super built-up  Area,2 BHK,2.0,1.0,50.0,1115
Super built-up  Area,2 BHK,2.0,2.0,56.0,1370
Super built-up  Area,3 BHK,3.0,2.0,56.0,1602
Built-up  Area,1 BHK,1.0,1.0,40.0,793
Super built-up  Area,1 BHK,1.0,1.0,35.0,675
Built-up  Area,4 Bedroom,4.0,2.0,136.0,3250
Super built-up  Area,2 BHK,2.0,3.0,43.0,1050
Built-up  Area,2 BHK,2.0,1.0,42.5,1035
Super built-up  Area,3 BHK,2.0,2.0,44.0,1200
Super built-up  Area,3 BHK,3.0,2.0,128.0,1800
Built-up  Area,3 BHK,3.0,2.0,70.0,1625
Super built-up  Area,2 BHK,2.0,1.0,31.99,1032
Super built-up  Area,3 BHK,2.0,1.0,71.81,1496
Super built-up  Area,2 BHK,2.0,2.0,38.0,1100
Built-up  Area,3 BHK,3.0,2.0,50.0,1500
Built-up  Area,2 BHK,2.0,1.0,32.63,1125
Super built-up  Area,3 BHK,3.0,3.0,73.0,1555
Super built-up  Area,2 BHK,2.0,1.0,42.0,1025
Super built-up  Area,3 BHK,2.0,1.0,83.73,1482
Super built-up  Area,3 BHK,2.0,2.0,130.0,1630
Super built-up  Area,2 BHK,2.0,1.0,44.5,900
Super built-up  Area,3 BHK,2.0,3.0,75.0,1355
Plot  Area,4 Bedroom,4.0,2.0,601.0,2360
Built-up  Area,2 BHK,2.0,2.0,45.0,1200
Super built-up  Area,3 BHK,3.0,2.0,63.0,1563
Plot  Area,4 Bedroom,4.0,1.0,84.0,1344
Super built-up  Area,3 BHK,3.0,2.0,400.0,3000
Super built-up  Area,2 BHK,2.0,1.0,42.0,812
Built-up  Area,2 BHK,2.0,1.0,70.0,1200
Super built-up  Area,4 BHK,4.0,1.0,156.0,3175
Super built-up  Area,2 BHK,2.0,1.0,101.0,1360
Super built-up  Area,3 BHK,3.0,3.0,88.0,1835
Built-up  Area,3 BHK,3.0,2.0,110.0,1756
Super built-up  Area,3 BHK,2.0,2.0,51.83,1296
Super built-up  Area,2 BHK,2.0,1.0,75.0,1300
Super built-up  Area,2 BHK,2.0,1.0,50.0,1141
Super built-up  Area,3 BHK,2.0,2.0,50.79,1270
Built-up  Area,2 BHK,2.0,1.0,55.0,1210
Super built-up  Area,2 BHK,2.0,2.0,67.0,1310
Plot  Area,5 Bedroom,5.0,2.0,139.0,1356
Super built-up  Area,3 BHK,2.0,0.0,55.195,1052 - 1322
Super built-up  Area,3 BHK,3.0,2.0,140.0,1745
Plot  Area,5 Bedroom,5.0,1.0,125.0,1200
Super built-up  Area,2 BHK,2.0,2.0,37.0,1050
Plot  Area,4 Bedroom,4.0,3.0,500.0,2400
Super built-up  Area,2 BHK,2.0,1.0,34.0,1140
Super built-up  Area,2 BHK,2.0,2.0,54.0,1210
Super built-up  Area,3 BHK,3.0,2.0,142.0,2035
Super built-up  Area,1 BHK,1.0,1.0,17.09,633
Built-up  Area,1 BHK,1.0,1.0,19.5,485
Super built-up  Area,2 BHK,2.0,2.0,40.0,1112
Plot  Area,2 Bedroom,2.0,0.0,82.0,1200
Super built-up  Area,3 BHK,4.0,2.0,187.0,2275
Super built-up  Area,3 BHK,3.0,2.0,85.0,1419
Super built-up  Area,2 BHK,2.0,,42.4,1195
Built-up  Area,3 Bedroom,3.0,3.0,270.0,2020
Super built-up  Area,2 BHK,2.0,2.0,91.0,1047
Super built-up  Area,3 BHK,4.0,2.0,117.0,1884
Plot  Area,3 Bedroom,3.0,2.0,149.0,1200
Super built-up  Area,2 BHK,2.0,1.0,58.0,905
Super built-up  Area,3 BHK,2.0,1.0,108.0,1500
Built-up  Area,1 BHK,1.0,0.0,50.0,850
Built-up  Area,2 BHK,2.0,1.0,32.49,1125
Built-up  Area,2 BHK,2.0,2.0,59.8,1165
Built-up  Area,2 BHK,2.0,0.0,55.0,933
Super built-up  Area,3 BHK,2.0,1.0,77.0,1305
Super built-up  Area,2 BHK,2.0,1.0,65.0,1125
Super built-up  Area,2 BHK,2.0,2.0,33.0,865
Super built-up  Area,3 BHK,3.0,3.0,66.0,1245
Super built-up  Area,2 BHK,2.0,3.0,300.0,8840
Super built-up  Area,3 BHK,2.0,2.0,60.0,1145
Built-up  Area,3 BHK,3.0,1.0,90.0,2000
Super built-up  Area,1 BHK,1.0,1.0,43.68,625
Super built-up  Area,3 BHK,3.0,2.0,128.0,1724
Plot  Area,1 Bedroom,1.0,1.0,75.0,400
Super built-up  Area,3 BHK,2.0,1.0,54.0,1270
Super built-up  Area,3 BHK,3.0,2.0,39.5,1250
Super built-up  Area,3 BHK,3.0,2.0,72.0,1485
Super built-up  Area,2 BHK,2.0,1.0,80.0,823
Super built-up  Area,2 BHK,2.0,2.0,50.0,990
Plot  Area,3 Bedroom,2.0,0.0,66.0,1200
Super built-up  Area,2 BHK,2.0,2.0,59.0,1185
Super built-up  Area,2 BHK,2.0,1.0,78.0,1140
Super built-up  Area,3 BHK,4.0,2.0,120.0,1950
Super built-up  Area,3 BHK,3.0,2.0,125.0,1756
Built-up  Area,4 Bedroom,4.0,2.0,300.0,2600
Super built-up  Area,1 BHK,1.0,1.0,14.04,520
Built-up  Area,2 BHK,2.0,1.0,48.0,1025
Built-up  Area,2 BHK,2.0,1.0,72.0,1216
Super built-up  Area,2 BHK,2.0,2.0,60.8,1026
Super built-up  Area,4 BHK,4.0,3.0,300.0,3335
Built-up  Area,5 Bedroom,4.0,2.0,125.0,2700
Super built-up  Area,3 BHK,2.0,2.0,60.0,1411
Super built-up  Area,3 BHK,2.0,1.0,39.6,1320
Built-up  Area,2 BHK,2.0,0.0,50.0,1320
Plot  Area,4 Bedroom,4.0,2.0,110.0,615
Super built-up  Area,3 BHK,3.0,2.0,155.0,1804
Super built-up  Area,2 BHK,2.0,2.0,46.0,1140
Plot  Area,4 Bedroom,4.0,1.0,105.0,1200
Super built-up  Area,4 BHK,4.0,2.0,189.0,2375
Plot  Area,3 Bedroom,3.0,2.0,120.0,1750
Plot  Area,9 Bedroom,5.0,2.0,130.0,960
Super built-up  Area,2 BHK,2.0,2.0,55.0,1152
Super built-up  Area,2 BHK,2.0,1.0,54.0,965
Super built-up  Area,3 BHK,3.0,1.0,120.0,1684
Super built-up  Area,3 BHK,3.0,2.0,86.0,1672
Super built-up  Area,2 BHK,2.0,2.0,60.0,1075
Plot  Area,3 Bedroom,5.0,2.0,95.0,1500
Super built-up  Area,3 BHK,3.0,2.0,56.0,1464
Super built-up  Area,2 BHK,2.0,1.0,99.26,1420
Super built-up  Area,2 BHK,2.0,0.0,40.0,750
Super built-up  Area,2 BHK,2.0,2.0,64.08,1169
Super built-up  Area,3 BHK,2.0,1.0,62.0,1290
Super built-up  Area,2 BHK,2.0,2.0,40.6,1160
Built-up  Area,7 Bedroom,5.0,3.0,95.0,2800
Super built-up  Area,3 BHK,3.0,2.0,70.0,1500
Super built-up  Area,3 BHK,3.0,1.0,180.0,1850
Super built-up  Area,3 BHK,3.0,2.0,46.0,1300
Super built-up  Area,3 BHK,2.0,1.0,37.84,1310
Built-up  Area,3 BHK,5.0,2.0,550.0,2750
Super built-up  Area,3 BHK,3.0,0.0,170.0,2150
Built-up  Area,6 BHK,5.0,3.0,300.0,5100
Super built-up  Area,3 BHK,2.0,3.0,69.0,1300
Plot  Area,3 Bedroom,2.0,1.0,110.0,1875
Super built-up  Area,3 BHK,2.0,1.0,82.0,1260
Built-up  Area,5 Bedroom,4.0,3.0,100.0,2500
Super built-up  Area,2 BHK,2.0,1.0,64.0,1241
Super built-up  Area,2 BHK,2.0,2.0,45.5,1025
Plot  Area,2 Bedroom,1.0,0.0,218.0,1500
Built-up  Area,2 BHK,2.0,1.0,60.0,1070
Super built-up  Area,2 BHK,2.0,1.0,40.0,815
Built-up  Area,3 BHK,3.0,3.0,105.0,2000
Super built-up  Area,2 BHK,2.0,1.0,190.0,1400
Plot  Area,4 Bedroom,4.0,3.0,175.0,1740
Super built-up  Area,4 BHK,5.0,0.0,300.0,5666 - 5669
Built-up  Area,2 BHK,2.0,2.0,70.0,1216
Super built-up  Area,3 BHK,2.0,1.0,190.0,2200
Plot  Area,4 Bedroom,5.0,2.0,450.0,3500
Plot  Area,6 Bedroom,6.0,3.0,105.0,970
Plot  Area,7 Bedroom,7.0,3.0,375.0,3150
Plot  Area,2 Bedroom,2.0,0.0,62.0,1200
Super built-up  Area,2 BHK,2.0,1.0,50.18,1026
Built-up  Area,1 BHK,1.0,1.0,20.0,450
Super built-up  Area,2 BHK,2.0,1.0,45.79,1205
Super built-up  Area,2 BHK,2.0,3.0,87.0,1368
Built-up  Area,1 BHK,1.0,1.0,12.5,420
Built-up  Area,2 BHK,2.0,2.0,42.0,1270
Super built-up  Area,2 BHK,1.0,1.0,28.0,614
Plot  Area,2 Bedroom,2.0,0.0,58.0,1050
Super built-up  Area,2 BHK,2.0,2.0,58.0,1408
Super built-up  Area,3 BHK,2.0,2.0,42.81,1223
Built-up  Area,3 BHK,3.0,1.0,80.0,1507
Super built-up  Area,2 BHK,2.0,2.0,57.0,1160
Plot  Area,3 Bedroom,3.0,1.0,70.0,1200
Built-up  Area,2 BHK,2.0,3.0,50.0,960
Super built-up  Area,2 BHK,2.0,2.0,46.0,1021
Super built-up  Area,3 BHK,4.0,2.0,129.0,2162.03
Super built-up  Area,2 BHK,2.0,1.0,36.0,1065
Super built-up  Area,1 BHK,1.0,1.0,10.25,400
Super built-up  Area,3 BHK,2.0,1.0,75.0,1465
Super built-up  Area,2 BHK,2.0,1.0,41.0,900
Super built-up  Area,3 BHK,3.0,2.0,95.0,1800
Super built-up  Area,2 BHK,2.0,2.0,83.0,1175
Super built-up  Area,3 BHK,4.0,,900.0,6729
Plot  Area,4 Bedroom,4.0,1.0,360.0,1500
Super built-up  Area,2 BHK,2.0,0.0,59.0,1050
Built-up  Area,3 BHK,2.0,2.0,40.43,1400
Super built-up  Area,3 BHK,3.0,1.0,150.0,1650
Super built-up  Area,3 BHK,3.0,2.0,97.0,1827
Super built-up  Area,3 BHK,4.0,2.0,122.0,1930
Super built-up  Area,2 BHK,2.0,1.0,37.0,883
Built-up  Area,1 BHK,1.0,1.0,16.75,550
Built-up  Area,3 BHK,2.0,1.0,40.44,1400
Plot  Area,4 Bedroom,4.0,1.0,310.0,1350
Super built-up  Area,3 BHK,2.0,3.0,38.69,1290
Built-up  Area,3 BHK,3.0,2.0,59.0,1021
Super built-up  Area,2 BHK,2.0,1.0,55.0,1158
Plot  Area,5 Bedroom,4.0,1.0,99.0,1200
Super built-up  Area,3 BHK,2.0,2.0,135.0,1400
Plot  Area,4 Bedroom,3.0,0.0,200.0,2400
Super built-up  Area,3 BHK,2.0,1.0,57.9,1200
Built-up  Area,3 BHK,3.0,2.0,125.0,1520
Super built-up  Area,1 BHK,1.0,0.0,38.46,620 - 934
Super built-up  Area,3 BHK,3.0,2.0,177.0,2710
Super built-up  Area,2 BHK,2.0,2.0,57.0,1150
Super built-up  Area,2 BHK,2.0,2.0,37.0,1101
Super built-up  Area,3 BHK,2.0,3.0,110.0,1200
Super built-up  Area,2 BHK,2.0,1.0,92.0,1252
Super built-up  Area,3 BHK,3.0,2.0,85.0,1650
Built-up  Area,2 BHK,2.0,2.0,80.0,1270
Super built-up  Area,2 BHK,2.0,1.0,70.0,992
Super built-up  Area,3 BHK,3.0,2.0,85.0,2000
Super built-up  Area,2 BHK,2.0,2.0,34.5,893
Built-up  Area,3 BHK,2.0,1.0,41.49,1075
Built-up  Area,7 Bedroom,7.0,0.0,150.0,3200
Super built-up  Area,2 BHK,2.0,1.0,42.0,1190
Built-up  Area,3 Bedroom,2.0,0.0,60.0,800
Super built-up  Area,3 BHK,3.0,3.0,63.0,1814
Built-up  Area,3 BHK,3.0,2.0,98.0,1400
Plot  Area,5 Bedroom,6.0,3.0,252.0,1400
Super built-up  Area,3 BHK,2.0,0.0,56.0,1344
Plot  Area,4 Bedroom,5.0,3.0,475.0,5400
Super built-up  Area,3 BHK,3.0,2.0,95.0,1843
Super built-up  Area,2 BHK,2.0,1.0,32.0,1138
Built-up  Area,3 BHK,2.0,2.0,70.0,1495
Super built-up  Area,2 BHK,2.0,1.0,19.0,880
Super built-up  Area,3 BHK,3.0,1.0,74.0,1396
Built-up  Area,3 BHK,2.0,3.0,119.0,1610
Super built-up  Area,2 BHK,2.0,2.0,55.0,1050
Built-up  Area,3 BHK,2.0,2.0,43.71,1410
Super built-up  Area,2 BHK,2.0,2.0,37.8,1050
Built-up  Area,3 BHK,2.0,1.0,85.0,1310
Super built-up  Area,2 BHK,2.0,2.0,58.0,1104
Super built-up  Area,2 BHK,2.0,1.0,67.0,1165
Super built-up  Area,2 BHK,2.0,2.0,44.0,1027
Super built-up  Area,2 BHK,2.0,3.0,60.0,1310
Built-up  Area,2 BHK,2.0,2.0,52.0,1052
Super built-up  Area,3 BHK,3.0,2.0,56.0,1464
Super built-up  Area,2 BHK,2.0,2.0,45.0,1000
Super built-up  Area,3 BHK,3.0,2.0,300.0,2240
Super built-up  Area,2 BHK,2.0,1.0,38.08,1150
Super built-up  Area,3 BHK,3.0,1.0,70.67,2019
Super built-up  Area,2 BHK,2.0,1.0,31.0,986
Plot  Area,1 Bedroom,1.0,1.0,145.0,1350
Built-up  Area,8 BHK,8.0,,140.0,800
Super built-up  Area,3 BHK,4.0,2.0,95.0,1893
Super built-up  Area,3 BHK,3.0,2.0,56.0,1318
Built-up  Area,3 BHK,2.0,2.0,58.0,1325
Built-up  Area,2 BHK,2.0,1.0,33.0,800
Super built-up  Area,3 BHK,3.0,2.0,42.25,1300
Built-up  Area,3 BHK,2.0,2.0,60.0,1300
Super built-up  Area,2 BHK,2.0,1.0,52.0,1010
Super built-up  Area,2 BHK,2.0,3.0,75.0,1260
Built-up  Area,4 Bedroom,4.0,0.0,170.0,2500
Plot  Area,3 Bedroom,3.0,1.0,165.0,1520
Super built-up  Area,3 BHK,3.0,,85.0,1665
Super built-up  Area,3 BHK,3.0,,80.0,1800
Super built-up  Area,2 BHK,2.0,1.0,75.0,1197
Super built-up  Area,2 BHK,2.0,2.0,45.0,1050
Plot  Area,5 Bedroom,4.0,2.0,194.0,910
Super built-up  Area,3 BHK,2.0,1.0,68.0,1241
Super built-up  Area,3 BHK,2.0,3.0,62.0,1567
Super built-up  Area,3 BHK,3.0,1.0,110.0,1747
Super built-up  Area,3 BHK,2.0,2.0,55.0,1475
Plot  Area,4 Bedroom,4.0,1.0,70.0,600
Plot  Area,3 Bedroom,4.0,2.0,400.0,1524
Super built-up  Area,2 BHK,2.0,1.0,51.0,980
Super built-up  Area,2 BHK,2.0,1.0,58.0,966
Super built-up  Area,4 BHK,3.0,2.0,185.0,2360
Super built-up  Area,2 BHK,2.0,1.0,62.0,1112
Super built-up  Area,2 BHK,1.0,1.0,16.0,550
Built-up  Area,3 BHK,3.0,3.0,90.0,1760
Super built-up  Area,3 BHK,2.0,3.0,113.0,1830
Super built-up  Area,2 BHK,2.0,1.0,67.77,1175
Super built-up  Area,2 BHK,2.0,1.0,41.0,1175
Super built-up  Area,2 BHK,2.0,2.0,45.0,1025
Super built-up  Area,2 BHK,2.0,1.0,80.0,1232
Built-up  Area,2 BHK,2.0,2.0,57.0,1010
Super built-up  Area,2 BHK,2.0,2.0,60.0,1273
Super built-up  Area,2 BHK,2.0,2.0,102.0,1590
Super built-up  Area,2 BHK,2.0,1.0,58.5,1100
Super built-up  Area,3 BHK,2.0,1.0,65.0,1252
Super built-up  Area,4 BHK,5.0,3.0,222.0,2615
Plot  Area,5 Bedroom,6.0,,140.0,1200
Super built-up  Area,2 BHK,2.0,1.0,77.9,1322
Plot  Area,1 Bedroom,1.0,1.0,60.0,1000
Super built-up  Area,3 BHK,3.0,2.0,117.0,1755
Super built-up  Area,2 BHK,2.0,2.0,46.0,1135
Plot  Area,8 Bedroom,10.0,2.0,180.0,1200
Plot  Area,4 Bedroom,4.0,1.0,125.0,1200
Super built-up  Area,2 BHK,2.0,2.0,85.5,1260
Plot  Area,5 Bedroom,5.0,2.0,395.0,3250
Plot  Area,4 Bedroom,4.0,2.0,550.0,3500
Plot  Area,5 Bedroom,6.0,2.0,110.0,1200
Super built-up  Area,3 BHK,2.0,1.0,53.0,1100
Super built-up  Area,3 BHK,3.0,1.0,65.0,1305
Built-up  Area,2 BHK,2.0,1.0,50.0,1236
Built-up  Area,2 BHK,1.0,2.0,45.0,1125
Built-up  Area,2 BHK,2.0,2.0,32.25,1075
Super built-up  Area,3 BHK,3.0,2.0,85.0,2000
Plot  Area,8 Bedroom,5.0,1.0,60.0,772
Built-up  Area,6 Bedroom,6.0,0.0,110.0,2999.97
Super built-up  Area,2 BHK,2.0,2.0,42.0,1150
Plot  Area,4 Bedroom,4.0,1.0,240.0,1440
Super built-up  Area,2 BHK,2.0,1.0,43.4,1085
Built-up  Area,3 BHK,3.0,0.0,165.0,1785
Super built-up  Area,3 BHK,4.0,3.0,300.0,2475
Super built-up  Area,3 BHK,4.0,2.0,120.0,1930
Super built-up  Area,2 BHK,4.0,1.0,70.0,600
Plot  Area,2 Bedroom,1.0,0.0,45.0,800
Built-up  Area,4 BHK,3.0,2.0,110.0,2450
Plot  Area,4 Bedroom,4.0,0.0,120.0,1200
Super built-up  Area,3 BHK,3.0,3.0,122.0,1920
Super built-up  Area,2 BHK,2.0,2.0,34.2,1085
Super built-up  Area,1 BHK,1.0,2.0,50.4,760
Built-up  Area,2 BHK,2.0,3.0,80.0,1201
Super built-up  Area,3 BHK,3.0,2.0,97.0,1615
Super built-up  Area,2 BHK,2.0,,70.0,1289
Super built-up  Area,3 BHK,4.0,2.0,100.0,1991
Super built-up  Area,2 BHK,2.0,2.0,80.0,1377
Super built-up  Area,3 BHK,3.0,2.0,560.0,2880
Plot  Area,3 Bedroom,3.0,2.0,200.0,1892
Built-up  Area,3 BHK,3.0,3.0,348.0,2176
Super built-up  Area,1 BHK,1.0,0.0,32.82,663
Built-up  Area,2 BHK,2.0,1.0,33.65,1165
Super built-up  Area,3 BHK,4.0,1.0,340.0,3554
Super built-up  Area,2 BHK,2.0,1.0,45.5,1260
Built-up  Area,2 BHK,2.0,1.0,39.0,1095
Super built-up  Area,2 BHK,2.0,2.0,65.0,1050
Super built-up  Area,2 BHK,2.0,2.0,50.0,1176
Super built-up  Area,3 BHK,3.0,2.0,115.0,1801
Super built-up  Area,2 BHK,2.0,3.0,55.0,1315
Super built-up  Area,2 BHK,2.0,2.0,46.0,1194
Plot  Area,2 Bedroom,2.0,1.0,125.0,2400
Super built-up  Area,3 BHK,2.0,3.0,53.0,1308
Plot  Area,4 Bedroom,4.0,2.0,610.0,4250
Super built-up  Area,3 BHK,6.0,2.0,116.0,1806
Built-up  Area,4 Bedroom,4.0,1.0,220.0,3671
Super built-up  Area,3 BHK,3.0,2.0,140.0,2144
Built-up  Area,2 BHK,2.0,3.0,33.75,1065
Super built-up  Area,2 BHK,2.0,1.0,67.0,1205
Super built-up  Area,2 BHK,2.0,2.0,40.58,1160
Plot  Area,4 Bedroom,4.0,2.0,90.0,750
Super built-up  Area,2 BHK,2.0,2.0,47.0,1194
Plot  Area,3 Bedroom,3.0,1.0,56.53,1200
Super built-up  Area,3 BHK,3.0,3.0,69.0,1681
Built-up  Area,2 BHK,2.0,1.0,32.64,1130
Super built-up  Area,4 BHK,5.0,1.0,335.0,3633
Built-up  Area,3 BHK,3.0,2.0,90.0,1843
Built-up  Area,2 BHK,2.0,1.0,30.75,1065
Super built-up  Area,3 BHK,3.0,2.0,85.52,1885
Super built-up  Area,2 BHK,2.0,2.0,45.0,1500
Super built-up  Area,2 BHK,2.0,2.0,69.0,1210
Super built-up  Area,2 BHK,2.0,1.0,39.4,1126
Super built-up  Area,3 BHK,2.0,2.0,59.0,1357
Super built-up  Area,3 BHK,2.0,2.0,46.4,1451
Plot  Area,4 Bedroom,3.0,3.0,185.0,1600
Super built-up  Area,2 BHK,2.0,1.0,55.0,950
Built-up  Area,2 BHK,2.0,2.0,48.0,960
Super built-up  Area,3 BHK,3.0,3.0,92.0,1625
Plot  Area,3 Bedroom,4.0,1.0,150.0,2200
Super built-up  Area,3 BHK,2.0,2.0,112.0,1607
Super built-up  Area,2 BHK,2.0,1.0,46.29,900
Built-up  Area,2 BHK,2.0,2.0,38.0,1080
Super built-up  Area,3 BHK,3.0,1.0,250.0,2300
Super built-up  Area,4 BHK,3.0,0.0,64.05,1708
Built-up  Area,6 Bedroom,5.0,2.0,185.0,2500
Super built-up  Area,3 BHK,2.0,2.0,116.0,1690
Built-up  Area,5 Bedroom,3.0,0.0,145.0,2100
Super built-up  Area,2 BHK,2.0,2.0,97.0,1269
Super built-up  Area,2 BHK,2.0,2.0,46.0,1243
Built-up  Area,3 BHK,3.0,2.0,84.0,1890
Built-up  Area,2 BHK,2.0,1.0,33.64,1165
Super built-up  Area,2 BHK,2.0,2.0,56.81,1196
Super built-up  Area,2 BHK,2.0,2.0,47.0,1194
Super built-up  Area,3 BHK,3.0,2.0,110.0,1630
Super built-up  Area,2 BHK,2.0,1.0,42.52,1063
Super built-up  Area,2 BHK,2.0,1.0,39.98,1025
Super built-up  Area,2 BHK,2.0,1.0,38.0,1067
Super built-up  Area,2 BHK,2.0,1.0,89.63,1299
Super built-up  Area,2 BHK,2.0,1.0,76.0,1343
Super built-up  Area,3 BHK,2.0,2.0,44.0,1330
Super built-up  Area,3 BHK,2.0,3.0,72.0,1524
Super built-up  Area,4 BHK,4.0,2.0,153.0,2236
Super built-up  Area,3 BHK,3.0,,235.0,2955
Super built-up  Area,3 BHK,2.0,2.0,45.12,1410
Super built-up  Area,3 BHK,3.0,3.0,76.0,1581
Super built-up  Area,2 BHK,2.0,1.0,79.0,1205
Super built-up  Area,3 BHK,2.0,2.0,95.25,1270
Super built-up  Area,3 BHK,2.0,2.0,110.0,1353
Plot  Area,2 Bedroom,2.0,1.0,68.0,1200
Super built-up  Area,3 BHK,2.0,1.0,70.0,1250
Super built-up  Area,3 BHK,3.0,2.0,261.0,1950.2
Super built-up  Area,3 BHK,2.0,1.0,69.0,1157
Super built-up  Area,1 BHK,1.0,0.0,35.475,712 - 938
Built-up  Area,2 BHK,2.0,2.0,40.0,1000
Built-up  Area,1 BHK,1.0,1.0,33.0,602
Built-up  Area,5 Bedroom,4.0,0.0,900.0,3000
Super built-up  Area,2 BHK,2.0,0.0,66.46,1108
Super built-up  Area,2 BHK,2.0,1.0,68.0,1040
Super built-up  Area,2 BHK,2.0,1.0,87.0,1451
Super built-up  Area,2 BHK,2.0,2.0,40.54,1196
Super built-up  Area,1 BHK,1.0,1.0,37.32,850
Super built-up  Area,3 BHK,3.0,2.0,298.0,2171.66
Super built-up  Area,2 BHK,2.0,1.0,40.0,900
Super built-up  Area,1 BHK,1.0,1.0,33.0,720
Super built-up  Area,3 BHK,3.0,2.0,115.0,1573
Super built-up  Area,2 BHK,2.0,1.0,60.8,1026
Super built-up  Area,3 BHK,2.0,2.0,78.0,1400
Built-up  Area,3 BHK,2.0,2.0,40.44,1400
Built-up  Area,4 Bedroom,3.0,1.0,147.0,2100
Super built-up  Area,2 BHK,2.0,1.0,48.5,1150
Super built-up  Area,3 BHK,3.0,2.0,88.0,1500
Super built-up  Area,3 BHK,3.0,2.0,380.0,2400
Plot  Area,3 Bedroom,3.0,2.0,240.0,1200
Super built-up  Area,3 BHK,3.0,2.0,105.0,1790
Super built-up  Area,2 BHK,2.0,2.0,75.0,1125
Super built-up  Area,3 BHK,3.0,0.0,84.205,1783 - 1878
Super built-up  Area,2 BHK,2.0,1.0,50.0,1100
Built-up  Area,2 BHK,2.0,1.0,51.0,120Sq. Yards
Built-up  Area,2 BHK,2.0,2.0,57.0,1105
Super built-up  Area,2 BHK,2.0,2.0,46.5,1110
Super built-up  Area,1 BHK,1.0,1.0,41.0,708
Super built-up  Area,2 BHK,2.0,2.0,44.0,1027
Super built-up  Area,3 BHK,3.0,1.0,100.0,1600
Super built-up  Area,4 BHK,6.0,2.0,250.0,3122
Super built-up  Area,2 BHK,2.0,2.0,37.0,1205
Super built-up  Area,3 BHK,2.0,2.0,73.0,1450
Plot  Area,4 Bedroom,4.0,2.0,125.0,750
Plot  Area,1 Bedroom,1.0,0.0,22.0,540
Built-up  Area,2 BHK,2.0,2.0,42.0,1200
Plot  Area,5 Bedroom,5.0,1.0,260.0,1200
Super built-up  Area,3 BHK,2.0,2.0,95.0,1837
Super built-up  Area,2 BHK,2.0,1.0,76.01,1346
Built-up  Area,2 BHK,2.0,1.0,68.0,1012
Super built-up  Area,3 BHK,3.0,2.0,193.0,1950.2
Super built-up  Area,2 BHK,2.0,2.0,55.0,1125
Super built-up  Area,3 BHK,2.0,2.0,60.0,1500
Super built-up  Area,2 BHK,2.0,1.0,79.9,1197
Super built-up  Area,3 BHK,2.0,2.0,31.37,1230
Super built-up  Area,2 BHK,2.0,2.0,47.0,1100
Super built-up  Area,3 BHK,2.0,2.0,52.0,1563
Plot  Area,7 Bedroom,4.0,1.0,700.0,2240
Super built-up  Area,4 BHK,4.0,2.0,384.0,3729
Plot  Area,3 Bedroom,3.0,1.0,120.0,1600
Super built-up  Area,3 BHK,3.0,3.0,120.0,1715
Built-up  Area,4 Bedroom,4.0,1.0,180.0,2400
Super built-up  Area,2 BHK,2.0,2.0,42.5,1151
Plot  Area,6 Bedroom,6.0,2.0,220.0,1200
Built-up  Area,2 BHK,2.0,2.0,60.0,1123
Super built-up  Area,2 BHK,2.0,1.0,69.5,1276
Super built-up  Area,2 BHK,2.0,3.0,77.0,1315
Super built-up  Area,3 BHK,2.0,2.0,50.79,1270
Super built-up  Area,2 BHK,2.0,2.0,52.0,1325
Super built-up  Area,3 BHK,3.0,2.0,63.2,1600
